;Numer.......................................wpisu;ImiÍ.i.nazwisko.lub.nazwa.inwestora;Data.wpisu;Adres;Rodzaj;opis;typ;Data.wniosku;Nr...............wniosku;Nr...............decyzji;Data.decyzji;Rok.wniosku;Miesiπc.wniosku;data;Czas.rozpatrzenia;lon;lat
4999;1851;;2010-07-29;Øwirowa 73;bud.przemys≥owe;rozbudowa instal.azotanu magnezuw hali produk.;rozbudowa;2010-05-31;17973/10;1587/10;2010-07-29;2010;5;2010-05-01;44;16,873147;51,1338919
5000;1852;;2010-07-29;Grudziπdzka 118;bud.o trzech i wiÍcej mieszkaniach;przebudowa lokalu mieszkal.;nowe;2010-07-27;25108/10;1588/10;2010-07-29;2010;7;2010-07-01;3;17,0769129;51,1376579
5001;1853;;2010-07-29;Boya-ØeleÒskiego Tadeusza Aleja 8B;bud.mieszkalne jednorodzinne;nadbudowa bud.mieszk.              jednorodzinnego;rozbudowa;2010-05-31;17914/10;1589/10;2010-07-29;2010;5;2010-05-01;44;17,054924;51,1370299
5002;1854;;2010-07-29;åwidnicka 24;bud.biurowe;przebudowa lokalu banku;urzπdzenie;2010-06-15;19643/10;1590/10;2010-07-29;2010;6;2010-06-01;33;17,032065;51,1065599
5003;1855;;2010-07-29;Jednoúci Narodowej 46;bud.o trzech i wiÍcej mieszkaniach;przebudowa budynku mieszkalno-us≥ugowego;przebudowa;2010-07-21;24423/10;1591/10;2010-07-29;2010;7;2010-07-01;7;17,0371959;51,1184036
5004;1856;;2010-07-29;Sk≥odowskiej-Curie Marii 9;bud.o trzech i wiÍcej mieszkaniach; przebudowa  mieszkania;przebudowa;2010-05-27;17673/10;1592/10;2010-07-29;2010;5;2010-05-01;46;17,057271;51,1119195
5005;1857;;2010-07-29;ålÍøna 216;bud.o trzech i wiÍcej mieszkaniach;wew.instalacja gazu;inst.wewnÍtrzna;2010-06-23;20871/10;1593/10;2010-07-29;2010;6;2010-06-01;27;17,0165845;51,0744767
5006;1858;;2010-07-29;Wincentego Kad≥ubka B≥ogos≥awionego 8;bud.mieszkalne jednorodzinne;przebudowa budynku mieszkalnego jednorodzinnego;przebudowa;2010-06-04;18548/10;1594/10;2010-07-29;2010;6;2010-06-01;40;16,9686868;51,0746205
5007;1859;;2010-07-29;Przedwioúnie;rurociπgi gazu sieci rozdzielczej;gazociπg;nowe;2010-06-22;20595/10;1595/10;2010-07-29;2010;6;2010-06-01;28;17,1097224;51,164505
5008;1860;;2010-07-30;Polanowice;bud.o dwÛch mieszkaniach;bud.budynku mieszkal.;nowe;2010-06-07;18697/10;118/10;2010-07-30;2010;6;2010-06-01;40;17,0431878;51,1625757
5009;1861;;2010-07-30;SzczeciÒska;bud.biurowe;umarzam jako bezprzedmiotowe-budynek biurowy;nowe;2010-07-16;23728/10;208/10;2010-07-30;2010;7;2010-07-01;11;16,9345855;51,1298236
5010;1862;;2010-07-30;Parkowa 17;bud.mieszkalne jednorodzinne;umorzenie post.;inst.wewnÍtrzna;2010-06-17;20021/10;209/10;2010-07-30;2010;6;2010-06-01;32;17,0746785;51,1113854
5011;1863;;2010-07-30;Cieplicka 35;bud.mieszkalne jednorodzinne;"rozbudowa budynku mieszkal;.jednorodzinnego";rozbudowa;2010-04-21;13100/10;1596/10;2010-07-30;2010;4;2010-04-01;73;16,88113;51,154106
5012;1864;;2010-07-30;Sarbinowska 6;bud.o trzech i wiÍcej mieszkaniach;zadaszenie balkonu mieszkania w budynku wielorodzinnym;przebudowa;2010-06-29;21552/10;1597/10;2010-07-30;2010;6;2010-06-01;24;16,943904;51,127311
5013;1865;;2010-07-30;Majakowskiego W≥odzimierza 44;bud.o trzech i wiÍcej mieszkaniach;zadaszenie balkonu mieszkania w bud.wielorodz.;przebudowa;2010-06-30;21667/10;1598/10;2010-07-30;2010;6;2010-06-01;23;16,9476489;51,1265037
5014;1866;;2010-07-30;Rejtana Tadeusza 4;bud.o trzech i wiÍcej mieszkaniach;remont i przebudowa lokalu uøytkowego;przebudowa;2010-05-26;17424/10;1599/10;2010-07-30;2010;5;2010-05-01;48;17,0348452;51,1010472
5015;1867;;2010-07-30;Wereszyckiego Henryka 23;bud.mieszkalne jednorodzinne;budowa jednorodzinnego bud.mieszkal.;nowe;2010-06-30;21782/10;1600/10;2010-07-30;2010;6;2010-06-01;23;16,8755217;51,1597745
5016;1868;;2010-07-30;Hermanowska 77;bud.o trzech i wiÍcej mieszkaniach;zadaszenie balkonu;przebudowa;2010-06-30;21668/10;1601/10;2010-07-30;2010;6;2010-06-01;23;16,948434;51,1248069
5017;1869;;2010-07-30;SzczeciÒska 5;bud.przemys≥owe;budowa bazy logistycznej;nowe;2010-06-15;19653/10;1602/10;2010-07-30;2010;6;2010-06-01;34;16,9367914;51,1252135
5018;1870;;2010-07-30;Hermanowska 77;bud.o trzech i wiÍcej mieszkaniach;zadaszenie balkonu;przebudowa;2010-06-30;21666/10;1603/10;2010-07-30;2010;6;2010-06-01;23;16,948434;51,1248069
5019;1871;;2010-07-30;Murarska 35;bud.mieszkalne jednorodzinne;rozbudowa jednorodzinnego bud.mieszkal.;rozbudowa;2010-06-11;19337/10;1604/10;2010-07-30;2010;6;2010-06-01;36;16,957072;51,1376269
5020;1872;;2010-07-30;åwieøa;linie elektroener.i telekom.rozdzielcz.;linia kablowa;nowe;2010-06-02;18261/10;1605/10;2010-07-30;2010;6;2010-06-01;43;16,9060439;51,155849
5021;1873;;2010-07-30;Kudowska 3;bud.mieszkalne jednorodzinne;rozbudowa budynku jednorodzinnego;rozbudowa;2010-06-04;18554/10;1606/10;2010-07-30;2010;6;2010-06-01;41;17,035739;51,0758299
5022;1874;;2010-07-30;Hermanowska 63;bud.o trzech i wiÍcej mieszkaniach;zadaszenie tarasu mieszkania w bud.wielorodz.;przebudowa;2010-06-30;21665/10;1607/10;2010-07-30;2010;6;2010-06-01;23;16,948821;51,1246779
5023;1875;;2010-07-30;MosiÍøna 33;bud.o trzech i wiÍcej mieszkaniach;przebudowa lokalu mieszkalnego;przebudowa;2010-06-28;21255/10;1608/10;2010-07-30;2010;6;2010-06-01;25;16,9993258;51,1015009
5024;1876;;2010-07-30;Sarbinowska 45;bud.o trzech i wiÍcej mieszkaniach;zadaszenie balkonu;przebudowa;2010-06-30;21669/10;1609/10;2010-07-30;2010;6;2010-06-01;23;16,947349;51,1285199
5025;1877;;2010-07-30;Sarbinowska 1;bud.o trzech i wiÍcej mieszkaniach;zadaszenie tarasu domu mieszkal.;nowe;2010-06-29;21544/10;1610/10;2010-07-30;2010;6;2010-06-01;24;16,944019;51,126619
5026;1878;;2010-07-30;£owiecka 24;bud.przemys≥owe;przebudowa elewacji obiektÛw przemys≥owych;przebudowa;2010-06-21;20395/10;1611/10;2010-07-30;2010;6;2010-06-01;30;17,0272982;51,1250388
5027;1879;;2010-08-02;Graniczna 125;bud.mieszkalne jednorodzinne;umarzam postepowanie administracyjne-garaø;nowe;2010-06-30;21591/10;210/10;2010-08-02;2010;6;2010-06-01;24;16,9062966;51,1093696
5028;1880;;2010-08-02;Liskego Ksawerego 16;bud.o trzech i wiÍcej mieszkaniach;przebudowa mieszkania w budynku wielorodzinnym;przebudowa;2010-06-09;19119/10;1612/10;2010-08-02;2010;6;2010-06-01;39;17,0688838;51,1166375
5029;1881;;2010-08-02;Agrestowa 30;bud.mieszkalne jednorodzinne;rozbudowa budynku jednorodzinnego;rozbudowa;2010-06-02;18253/10;1613/10;2010-08-02;2010;6;2010-06-01;44;17,0154189;51,0705059
5030;1882;;2010-08-02;Wietrzna 109;bud.o trzech i wiÍcej mieszkaniach;zespo≥u willi wielorodzinnych wolno stojπcych z garaøami podziemnymi;nowe;2010-06-02;18341/10;1614/10;2010-08-02;2010;6;2010-06-01;44;16,99069;51,074564
5031;1883;;2010-08-02;Strzegomska 36;linie elektroener.i telekom.rozdzielcz.;stacji transformatorowej oraz linii kablowych úr/n ;nowe;2010-06-28;21231/10;1615/10;2010-08-02;2010;6;2010-06-01;26;17,0002825;51,1129418
5032;1884;;2010-08-02;Deszczowa 35A;bud.mieszkalne jednorodzinne;przebudowa budynku mieszkalnego jednorodzinnego ;przebudowa;2010-07-12;23007/10;1616/10;2010-08-02;2010;7;2010-07-01;16;17,0009687;51,0734517
5033;1885;;2010-08-02;Wystawowa 1;obiekty kulturalne ogÛlnodostÍpne;przebudowa hali;przebudowa;2010-05-31;18033/10;1617/10;2010-08-02;2010;5;2010-05-01;46;17,0741029;51,1074933
5034;1886;;2010-08-02;GrabiszyÒska 166;bud.o trzech i wiÍcej mieszkaniach;docieplenie budynku mieszkalnego wielorodzinnego;przebudowa;2010-07-15;23698/10;1618/10;2010-08-02;2010;7;2010-07-01;13;16,996833;51,098062
5035;1887;;2010-08-03;Watowa;linie elektroener.i telekom.rozdzielcz.;umarzam postepowanie-linia kablowa;przebudowa;2010-07-08;22795/10;211/10;2010-08-03;2010;7;2010-07-01;19;16,8390771;51,1709358
5036;1888;;2010-08-03;Rzeünicza 32-33;bud.biurowe;remont i przebudowa elewacji budynku biurowo-us≥ugowego;przebudowa;2010-06-14;19470/10;1619/10;2010-08-03;2010;6;2010-06-01;37;17,0279396;51,1107656
5037;1889;;2010-08-03;Koúciuszki Tadeusza 156;bud.o trzech i wiÍcej mieszkaniach;przebudowa wewnÍtrznej instalacji gazowej i instalacji c.o. ;inst.wewnÍtrzna;2010-07-19;24064/10;1620/10;2010-08-03;2010;7;2010-07-01;12;17,0503654;51,0991998
5038;1890;;2010-08-03;Horbaczewskiego Eugeniusza 4-6;ulice i drogi pozosta≥e;rozbudowa istniejπcego parkingu dla samochodÛw osobow;przebudowa;2010-06-17;20150/10;1621/10;2010-08-03;2010;6;2010-06-01;34;16,975691;51,1266332
5039;1891;;2010-08-03;WyszyÒskiego St. Kar. Bulwar 73;bud.o trzech i wiÍcej mieszkaniach;rozbudowa wewnÍtrznej instalacji gazowej w lokalu mieszkalnym;inst.wewnÍtrzna;2010-07-21;24293/10;1622/10;2010-08-03;2010;7;2010-07-01;10;17,0385376;51,1078852
5040;1892;;2010-08-03;Jarzynowa 44;bud.mieszkalne jednorodzinne;budowa dwÛch domÛw mieszkalnych jednorodzinnych ;nowe;2010-06-22;20717/10;1623/10;2010-08-03;2010;6;2010-06-01;31;17,0296072;51,0547213
5041;1893;;2010-08-04;Mickiewicza Adama 30;bud.o trzech i wiÍcej mieszkaniach;uchylam dec nr 1421/03-przebudowa domu mieszkalnego ;przebudowa;2003-05-08;14147/03;212/10;2010-08-04;2003;5;2003-05-01;1890;17,0816934;51,1115926
5042;1894;;2010-08-04;Zgodna 19;bud.o trzech i wiÍcej mieszkaniach;umarzam jako bezprzedmiotowe-przebudowa strychu;przebudowa;2010-06-01;18138/10;212/10;2010-08-04;2010;6;2010-06-01;47;17,0521541;51,0992099
5043;1895;;2010-08-04;Boles≥awa Chrobrego 4;bud.o trzech i wiÍcej mieszkaniach;wew.instalacja gazu;inst.wewnÍtrzna;2010-07-21;24295/10;1624/10;2010-08-04;2010;7;2010-07-01;11;17,0348804;51,1208011
5044;1896;;2010-08-04;DaszyÒskiego Ignacego 50;bud.o trzech i wiÍcej mieszkaniach;wew.instalacja gazu;inst.wewnÍtrzna;2010-07-19;23946/10;1625/10;2010-08-04;2010;7;2010-07-01;13;17,0549118;51,1244526
5045;1897;;2010-08-04;PrπdzyÒskiego Ignacego Gen.;rurociπgi wodociπg.sieci ;sieÊ wodociπgowa i kanalizacja;nowe;2010-06-16;19984/10;1626/10;2010-08-04;2010;6;2010-06-01;36;17,0495615;51,0992492
5046;1898;;2010-08-04;Mandarynkowa;bud.o trzech i wiÍcej mieszkaniach;budynek mieszkalny wielorodzinny z garaøem podziemnym;nowe;2010-04-21;13164/10;1627/10;2010-08-04;2010;4;2010-04-01;76;16,8944794;51,1573485
5047;1899;;2010-08-04;Katedralna 4;linie elektroener.i telekom.rozdzielcz.;stacja trafo;nowe;2010-06-09;19039/10;1628/10;2010-08-04;2010;6;2010-06-01;41;17,0430329;51,1147579
5048;1900;;2010-08-04;Kurkowa 23;bud.o trzech i wiÍcej mieszkaniach;przebudowa mieszkania;przebudowa;2010-05-20;16828/10;1629/10;2010-08-04;2010;5;2010-05-01;55;17,0284727;51,1187401
5049;1901;;2010-08-04;Kazimierza JagielloÒczyka 13;bud.o trzech i wiÍcej mieszkaniach;przebudowa lokalu mieszkalnego w budynku wielorodz;remont;2010-07-23;24807/10;1630/10;2010-08-04;2010;7;2010-07-01;9;17,0345077;51,1212472
5050;1902;;2010-08-04;Karkonoska Aleja 49;ulice i drogi pozosta≥e;budowa zjazdu z drogi publicznej gminnej-al.karkonoska;przebudowa;2010-06-23;20896/10;1631/10;2010-08-04;2010;6;2010-06-01;31;16,9981821;51,0625362
5051;1903;;2010-08-04;Wolnoúci Plac 10;bud.o trzech i wiÍcej mieszkaniach;wzmocnienie ≥aw fundamentowych budynku;;2010-06-04;18476/10;1632/10;2010-08-04;2010;6;2010-06-01;44;17,0267804;51,1075296
5052;1904;;2010-08-05;Øeglarska 11;bud.o dwÛch mieszkaniach;rozbudowa budynku mieszkalnego jednorodzinnego;rozbudowa;2010-06-16;19873/10;119/10;2010-08-05;2010;6;2010-06-01;37;16,9840487;51,0898018
5053;1905;;2010-08-05;Olszewskiego Karola 141;bud.o trzech i wiÍcej mieszkaniach;przebudowa lokalu mieszkalnego w budynku wielorodz;przebudowa;2010-06-24;20966/10;120/10;2010-08-05;2010;6;2010-06-01;31;17,1114566;51,1005065
5054;1906;;2010-08-05;BenedyktyÒska 6;bud.o trzech i wiÍcej mieszkaniach;budynek mieszkalny wielorodzinny;nowe;2009-07-22;25689/09;121/10;2010-08-05;2009;7;2009-07-01;272;17,051585;51,1156299
5055;1907;;2010-08-05;Koúciuszki Tadeusza 135;bud.biurowe;przy≥πcza gazu niskiego ciúnienia do budynku administracyjnego;przy≥πcze;2010-07-28;25195/10;1633/10;2010-08-05;2010;7;2010-07-01;7;17,0483319;51,099208
5056;1908;;2010-08-05;Motylkowa;rurociπgi wodociπg.sieci ;budowa sieci wodociπgowej i kanalizacji sanitarnej ;nowe;2010-06-02;18334/10;1634/10;2010-08-05;2010;6;2010-06-01;47;17,0242835;51,0615798
5057;1909;;2010-08-05;Nadolicka 15;bud.mieszkalne jednorodzinne;budynek mieszkalny jednorodzinny wolno stojπcy;nowe;2010-07-09;22955/10;1635/10;2010-08-05;2010;7;2010-07-01;20;17,1600453;51,0969032
5058;1910;;2010-08-05;Koúciuszki Tadeusza 13;bud.o trzech i wiÍcej mieszkaniach;przebudowa lokalu biurowego na dwa lokale us≥ugowe ;przebudowa;2010-07-06;22516/10;1636/10;2010-08-05;2010;7;2010-07-01;23;17,0281164;51,1030881
5059;1911;;2010-08-05;Øeromskiego Stefana 31;bud.o trzech i wiÍcej mieszkaniach;przebudowa mieszkania w wielorodzinnym budynku mieszkalnym;przebudowa;2010-06-16;19996/10;1637/10;2010-08-05;2010;6;2010-06-01;37;17,0478629;51,1222308
5060;1912;;2010-08-05;Nektarowa 20;bud.mieszkalne jednorodzinne;2 budynki jednorodzinne blizn.;nowe;2010-06-15;19728/10;1638/10;2010-08-05;2010;6;2010-06-01;38;17,0210419;51,0595823
5061;1913;;2010-08-05;Motylkowa 4A;bud.o trzech i wiÍcej mieszkaniach;przebudowa lokalu mieszkalnego oraz przy≥πczenie ;przebudowa;2010-07-30;25582/10;1639/10;2010-08-05;2010;7;2010-07-01;5;17,0238361;51,0609872
5062;1914;;2010-08-05;Dobra 12;bud.o trzech i wiÍcej mieszkaniach;montaø wewnÍtrznej instalacji gazowej w lokalu mieszkalnym ;inst.wewnÍtrzna;2010-06-18;20165/10;1640/10;2010-08-05;2010;6;2010-06-01;35;17,015572;51,111759
5063;1915;;2010-08-05;Pestalozziego Jana Henryka 3;bud.o trzech i wiÍcej mieszkaniach;wew.instalacja gazu;inst.wewnÍtrzna;2010-07-09;22845/10;1641/10;2010-08-05;2010;7;2010-07-01;20;17,0476649;51,1207452
5064;1916;;2010-08-05;£ubinowa 16;bud.mieszkalne jednorodzinne;budynek mieszkalny jednorodzinny;nowe;2010-06-11;19327/10;1642/10;2010-08-05;2010;6;2010-06-01;40;17,0171387;51,0614176
5065;1917;;2010-08-05;Bursztynowa;ulice i drogi pozosta≥e;przebudowa pasa drogowego;przebudowa;2010-06-24;21025/10;1643/10;2010-08-05;2010;6;2010-06-01;31;17,0215958;51,0477456
5066;1918;;2010-08-06;Kana≥owa;ulice i drogi pozosta≥e;úcieøka rowerowa;nowe;2010-07-08;22822/10;1644/10;2010-08-06;2010;7;2010-07-01;22;17,0965688;51,1228492
5067;1919;;2010-08-06;WilkszyÒska;linie elektroener.i telekom.rozdzielcz.;stacji transformatorowej s≥upowej linii kablowej ;nowe;2010-06-09;19083/10;1645/10;2010-08-06;2010;6;2010-06-01;43;16,8830462;51,1749656
5068;1920;;2010-08-06;Sudecka 86-88;bud.kultu religijnego i czynnoúci religijnych;remont wnÍtrza koúcio≥a;remont;2010-07-15;23690/10;1646/10;2010-08-06;2010;7;2010-07-01;17;17,017526;51,0875379
5069;1921;;2010-08-06;Piechowicka 53;bud.mieszkalne jednorodzinne;wew.instalacja gazu;inst.wewnÍtrzna;2010-08-03;25994/10;1647/10;2010-08-06;2010;8;2010-08-01;4;16,9044849;51,14667
5070;1922;;2010-08-06;Or≥owskiego Aleksandra 3;bud.o trzech i wiÍcej mieszkaniach;przy≥πcze kablowe;przy≥πcze;2010-07-06;22402/10;1648/10;2010-08-06;2010;7;2010-07-01;24;17,1016855;51,1015786
5071;1923;;2010-08-06;Prusa Boles≥awa 100;bud.o trzech i wiÍcej mieszkaniach;rozbudowa wewnÍtrznej instalacji gazowej w lokalu mieszkalnym;inst.wewnÍtrzna;2010-07-09;22977/10;1649/10;2010-08-06;2010;7;2010-07-01;21;17,058516;51,12144
5072;1924;;2010-08-06;Hoøa 18A;linie elektroener.i telekom.rozdzielcz.;elektroenergetyczna sieÊ kablowa;nowe;2010-07-29;25453/10;1650/10;2010-08-06;2010;7;2010-07-01;7;16,895658;51,160339
5073;1925;;2010-08-06;Kazimierza JagielloÒczyka 33;bud.o trzech i wiÍcej mieszkaniach;remont wraz z przebudowπ budynku mieszkalnego;przebudowa;2010-06-22;20579/10;1651/10;2010-08-06;2010;6;2010-06-01;34;17,0379596;51,1215848
5074;1926;;2010-08-06;Trzebnicka;rurociπgi gazu sieci rozdzielczej;przebudowa gazociπgu úr/c w ulicy;przebudowa;2010-07-23;24716/10;1652/10;2010-08-06;2010;7;2010-07-01;11;17,0360506;51,1259259
5075;1927;;2010-08-06;Wyúcigowa 46;bud.handlowo-uslugowe;sklep;zmiana spos.uøytk.;2010-07-05;22324/10;1653/10;2010-08-06;2010;7;2010-07-01;25;17,008143;51,066595
5076;1928;;2010-08-06;Boles≥awa Chrobrego 23;bud.o trzech i wiÍcej mieszkaniach;przebudowa mieszkania;remont;2010-06-15;19787/10;1654/10;2010-08-06;2010;6;2010-06-01;39;17,034947;51,122495
5077;1929;;2010-08-06;Jadwigi åw. 10;obiekty kulturalne ogÛlnodostÍpne;galeria szk≥a i reklama;przebudowa;2010-07-13;23216/10;1655/10;2010-08-06;2010;7;2010-07-01;19;17,0406438;51,1150894
5078;1930;;2010-08-06;Kuronia Jacka;linie elektroener.i telekom.rozdzielcz.;przebudowa sieci telekomunikacyjnej;przebudowa;2010-07-09;22989/10;1656/10;2010-08-06;2010;7;2010-07-01;21;17,0309121;51,0858295
5079;1931;;2010-08-06;Jednoúci Narodowej 48;bud.o trzech i wiÍcej mieszkaniach;przebudowa i nadbudowa budynku mieszkalno-us≥ugowego ;przebudowa;2010-05-24;16989/10;1657/10;2010-08-06;2010;5;2010-05-01;55;17,0373267;51,1184987
5080;1932;;2010-08-06;Wojszycka 22A;bud.mieszkalne jednorodzinne;przebudowa budynku jednorodzinnego;remont;2010-06-08;18773/10;1658/10;2010-08-06;2010;6;2010-06-01;44;17,0133598;51,0692191
5081;1933;;2010-08-06;Potokowa;rurociπgi gazu sieci rozdzielczej;gazociπg;nowe;2010-06-16;19843/10;1659/10;2010-08-06;2010;6;2010-06-01;38;16,940672;51,1596001
5082;1934;;2010-08-06;Skargi Piotra Ks. 17;bud.o trzech i wiÍcej mieszkaniach;przebudowa lokali mieszkalnych w jeden  lokal mieszkalny ;przebudowa;2010-07-07;22642/10;1660/10;2010-08-06;2010;7;2010-07-01;23;17,0375834;51,105307
5083;1935;;2010-08-06;SzachistÛw 8;linie elektroener.i telekom.rozdzielcz.;przy≥πcza kablowego n/n oraz z≥πcza kablowego dla zasilania ;nowe;2010-06-08;18785/10;1661/10;2010-08-06;2010;6;2010-06-01;44;16,9716782;51,1649538
5084;1936;;2010-08-06;G≥Ûwna 12;rurociπgi gazu sieci rozdzielczej;montaø instalacji gazu dla budynku mieszkalnego;nowe;2010-07-19;23960/10;1662/10;2010-08-06;2010;7;2010-07-01;15;16,9143152;51,1585727
5085;1937;;2010-08-09;Olszewskiego Karola 75;bud.o trzech i wiÍcej mieszkaniach;umarzam jako bezprzedmiotowe postÍpowanie administr;przebudowa;2010-06-10;19213/10;215/10;2010-08-09;2010;6;2010-06-01;43;17,1027972;51,1016279
5086;1938;;2010-08-09;Kotsisa Aleksandra 31;bud.o trzech i wiÍcej mieszkaniach;wew.instalacja gazu;inst.wewnÍtrzna;2010-06-29;21530/10;1663/10;2010-08-09;2010;6;2010-06-01;30;17,1046622;51,0989845
5087;1939;;2010-08-09;Wystawowa 1;linie elektroener.i telekom.rozdzielcz.;linii kablowej úr/n zasilania podstawowego i rezerwowego ;nowe;2010-06-30;21707/10;1664/10;2010-08-09;2010;6;2010-06-01;29;17,0741029;51,1074933
5088;1940;;2010-08-09;Puszczykowska 22;bud.mieszkalne jednorodzinne;zabudowa tarasu na 1 piÍtrze w budynku jednorodzinnym;rozbudowa;2010-06-18;20202/10;1665/10;2010-08-09;2010;6;2010-06-01;37;17,0345873;51,074905
5089;1941;;2010-08-09;Nowodworska 79-91;bud.o trzech i wiÍcej mieszkaniach;remont czÍúci elewacji wraz z wykonaniem docieplenia budynku ;remont;2010-07-30;25493/10;1666/10;2010-08-09;2010;7;2010-07-01;7;16,955157;51,1163169
5090;1942;;2010-08-09;Ostrowskiego Aleksandra 13;linie elektroener.i telekom.rozdzielcz.;przy≥πcza kablowego niskiego napiÍcia oraz remont stacji ;remont;2010-07-15;23553/10;1667/10;2010-08-09;2010;7;2010-07-01;18;16,9739955;51,0953935
5091;1943;;2010-08-09;Antoniego åw.;ulice i drogi pozosta≥e;"remont k≥adki dla pieszych ""úw augustyna"" nad fosπ";remont;2010-07-12;23123/10;1668/10;2010-08-09;2010;7;2010-07-01;21;17,0252077;51,1092369
5092;1944;;2010-08-09;Stab≥owice;ulice i drogi pozosta≥e;budowa drogi;nowe;2010-06-25;21212/10;1669/10;2010-08-09;2010;6;2010-06-01;32;16,9003899;51,1595505
5093;1945;;2010-08-09;Sielska 14;bud.biurowe;nadbudowa tarasu w budynku biurowym;rozbudowa;2010-07-13;23225/10;1670/10;2010-08-09;2010;7;2010-07-01;20;16,961306;51,141241
5094;1946;;2010-08-09;Hermanowska 83;bud.o trzech i wiÍcej mieszkaniach;zadaszenie balkonu mieszkania w budynku wielorodzinnym;przebudowa;2010-07-19;24065/10;1671/10;2010-08-09;2010;7;2010-07-01;16;16,948422;51,1252579
5095;1947;;2010-08-09;Strzegomska 36;linie telekomunikacyjne ;kanalizacji telekomunikacyjnej;nowe;2010-07-09;22888/10;1672/10;2010-08-09;2010;7;2010-07-01;22;17,0002825;51,1129418
5096;1948;;2010-08-09;GubiÒska 4;bud.handlowo-uslugowe;przebudowa pawilonu handlowego;remont;2010-07-06;22408/10;1673/10;2010-08-09;2010;7;2010-07-01;25;16,958944;51,112803
5097;1949;;2010-08-10;Myszkowska 8;bud.mieszkalne jednorodzinne;umarzam jako bezprzedmiotowe-rozbudowa budynku ;rozbudowa;2010-06-29;21460/10;217/10;2010-08-10;2010;6;2010-06-01;31;17,089349;51,070378
5098;1950;;2010-08-10;Krakusa 3/5;bud.o trzech i wiÍcej mieszkaniach;umarzam jako bezprzedmiotowe postÍpowanie administr;przebudowa;2010-07-02;21971/10;218/10;2010-08-10;2010;7;2010-07-01;28;17,0101799;51,0875579
5099;1951;;2010-08-10;Jerzmanowska 107A;bud.mieszkalne jednorodzinne;umarzam jako bezprzedmiotowe postÍpowanie;przebudowa;2010-06-28;21366/10;219/10;2010-08-10;2010;6;2010-06-01;32;16,8689669;51,121359
5100;1952;;2010-08-10;Zaporoska 33;bud.o trzech i wiÍcej mieszkaniach;przebudowa i remont balkonÛw;przebudowa;2010-06-15;19755/10;1674/10;2010-08-10;2010;6;2010-06-01;41;17,0138019;51,098565
5101;1953;;2010-08-10;Unruga JÛzefa Admira≥a;bud.mieszkalne jednorodzinne;budowa przy≥.nn dla zasilania placu budowy;nowe;2010-06-16;19848/10;1675/10;2010-08-10;2010;6;2010-06-01;40;17,0182434;51,0552079
5102;1954;;2010-08-10;åwieøa;linie elektroener.i telekom.rozdzielcz.;budowa stacji transformator.,linii kablowych úinn;nowe;2010-06-25;21106/10;1676/10;2010-08-10;2010;6;2010-06-01;33;16,9060439;51,155849
5103;1955;;2010-08-10;Jerzmanowska 104;bud.mieszkalne jednorodzinne;przebudowa budynku jednorodzinnego;przebudowa;2010-05-26;17522/10;1677/10;2010-08-10;2010;5;2010-05-01;55;16,8721446;51,12061
5104;1956;;2010-08-10;Buczacka 6-6G;bud.o trzech i wiÍcej mieszkaniach;montaø wew.instal.   gaz.zasilaj.kot≥ownie;inst.wewnÍtrzna;2010-07-21;24416/10;1678/10;2010-08-10;2010;7;2010-07-01;15;16,9375775;51,0995063
5105;1957;;2010-08-10;Bia≥owieska 46;bud.o trzech i wiÍcej mieszkaniach;przebudowa lokalu mieszkalnego;przebudowa;2010-07-21;24471/10;1679/10;2010-08-10;2010;7;2010-07-01;15;16,9907112;51,1247951
5106;1958;;2010-08-10;Strzegomska 46-56;bud.garaøy;budowa wiaty rowerowej;nowe;2010-07-22;24544/10;1680/10;2010-08-10;2010;7;2010-07-01;14;16,985175;51,1135225
5107;1959;;2010-08-10;Kurkowa 45;bud.o trzech i wiÍcej mieszkaniach;wew.instalacja gazu;inst.wewnÍtrzna;2010-06-23;20872/10;1681/10;2010-08-10;2010;6;2010-06-01;35;17,02884;51,120487
5108;1960;;2010-08-10;Rac≥awicka;ulice i drogi pozosta≥e;przebudowa ulicy;przebudowa;2010-06-22;20728/10;1682/10;2010-08-10;2010;6;2010-06-01;36;17,0002509;51,0815601
5109;1961;;2010-08-10;BudziszyÒska 25A;linie elektroener.i telekom.rozdzielcz.;budowa linii kablow.;nowe;2010-06-23;20824/10;1683/10;2010-08-10;2010;6;2010-06-01;35;16,9616729;51,1142059
5110;1962;;2010-08-10;Fabryczna 14;bud.handlowo-uslugowe;przebudowa powierzchni magazynowej na potzreby sali ;przebudowa;2010-06-30;21788/10;1684/10;2010-08-10;2010;6;2010-06-01;30;16,985338;51,1121543
5111;1963;;2010-08-10;Wejherowska;rurociπgi gazu sieci rozdzielczej;stacji podziemnej redukcyjnej 2 stopnia;nowe;2010-07-23;24717/10;1685/10;2010-08-10;2010;7;2010-07-01;13;16,9854656;51,1292371
5112;1964;;2010-08-10;MiÒska 44-46;bud.o trzech i wiÍcej mieszkaniach;termoizolacja úcian zewnÍtrznych budynku mieszkalnego ;przebudowa;2010-08-04;26132/10;1686/10;2010-08-10;2010;8;2010-08-01;5;16,944232;51,1026359
