"";"Numer.......................................wpisu";"ImiÍ.i.nazwisko.lub.nazwa.inwestora";"Data.wpisu";"Adres";"Rodzaj";"opis";"typ";"Data.wniosku";"Nr...............wniosku";"Nr...............decyzji";"Data.decyzji";"Rok.wniosku";"Miesiπc.wniosku";"data";"Czas.rozpatrzenia";"lon";"lat"
"11598";1657;"";"2012-07-03";"Szolc-RogoziÒskiego St. 21 ";"bud.mieszkalne jednorodzinne";"dobudowa zewnÍtrznych schodÛw technicznych do budynku jednorodzinnego";"rozbudowa";"2012-05-07";"15198/12";"gru-64";"2012-07-03";2012;5;"2012-05-01";42;16,9902571;51,0874809
"11599";1658;"";"2012-07-03";"Gliniana 25 ";"bud.o trzech i wiÍcej mieszkaniach";"remont elewacji budynku wielorodzinnego";"remont";"2012-06-22";"21547/12";"gru-65";"2012-07-03";2012;6;"2012-06-01";8;17,0342579;51,0936929
"11600";1659;"";"2012-07-03";"ålÍøna 161 ";"bud.mieszkalne jednorodzinne";"dobudowa do jednorodzinnego budynku mieszkalnego parterowego zak≥adu diagnostyki samochodowej";"rozbudowa";"2012-05-30";"18492/12";"gru-66";"2012-07-03";2012;5;"2012-05-01";25;17,020411;51,079634
"11601";1660;"";"2012-07-03";"Ofiar OúwiÍcimskich 41/43 ";"bud.biurowe";"przebudowa czÍúci pomieszczeÒ  banku";"przebudowa";"2012-05-30";"18487/12";"gru-67";"2012-07-03";2012;5;"2012-05-01";25;17,0354114;51,1075507
"11602";1661;"";"2012-07-03";"Oleúnicka 24  ";"bud.o trzech i wiÍcej mieszkaniach";"wewnetrzna instalacja gazu";"inst.wewnÍtrzna";"2012-05-10";"15595/12";"gru-70";"2012-07-03";2012;5;"2012-05-01";39;17,0467224;51,1210048
"11603";1662;"";"2012-07-03";"DaszyÒskiego Ignacego 31  ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa wewnÍtrznej instalacji gazowej w lokalu mieszkalnym";"inst.wewnÍtrzna";"2012-06-14";"20365/12";"gru-71";"2012-07-03";2012;6;"2012-06-01";14;17,0514641;51,1250716
"11604";1663;"";"2012-07-03";"S≥owiaÒska9 16";"bud.o trzech i wiÍcej mieszkaniach";"wewnÍtrzna instalacja gazu";"inst.wewnÍtrzna";"2012-05-10";"15657/12";"gru-72";"2012-07-03";2012;5;"2012-05-01";39;17,0398386;51,1232081
"11605";1664;"";"2012-07-03";"Wincentego åw. 6  ";"bud.o trzech i wiÍcej mieszkaniach";"wewnÍtrzna instalacja gazu";"inst.wewnÍtrzna";"2012-05-17";"16693/12";"gru-74";"2012-07-03";2012;5;"2012-05-01";34;17,0326863;51,122844
"11606";1665;"";"2012-07-03";"Wallenroda Konrada 43 ";"bud.mieszkalne jednorodzinne";"rozbudowa budynku mieszkalnego jednorodzinnego w zabudowie bliøniaczej(dobudowa ≥azienki)";"rozbudowa";"2012-04-26";"14176/12";"gru-75";"2012-07-03";2012;4;"2012-04-01";49;17,1208098;51,1554296
"11607";1666;"";"2012-07-03";"Kasprowicza Jana Aleja 65  ";"bud.o trzech i wiÍcej mieszkaniach";"odmowa";"przebudowa";"2012-05-17";"16626/12";"gru-76";"2012-07-03";2012;5;"2012-05-01";34;17,0477111;51,1369375
"11608";1667;"";"2012-07-03";"JarociÒska 68 ";"bud.mieszkalne jednorodzinne";"budowa sieci i przy≥πczy gazu do dwÛch budynkÛw mieszkalnych jednorodzinnych";"przy≥πcze";"2012-04-30";"14700/12";"gru-77";"2012-07-03";2012;4;"2012-04-01";47;16,99858;51,1433849
"11609";1668;"";"2012-07-04";"Hallera JÛzefa Gen. Aleja  52 ";"";"reklama";"noúnik reklamowy";"2012-06-14";"20265/12";"gru-82";"2012-07-04";2012;6;"2012-06-01";15;16,9990936;51,0883421
"11610";1669;"";"2012-07-04";"Brzeska 5-15 ";"linie elektroener.i telekom.rozdzielcz.";"budowa kontenerowej stacji transformatorowej wraz z liniami kablowymi ún i nn";"nowe";"2012-04-30";"14786/12";"gru-83";"2012-07-04";2012;4;"2012-04-01";48;17,0509303;51,0972069
"11611";1670;"";"2012-07-04";"Miejska 16 ";"bud.garaøy";"umorzenie";"rozbudowa";"2012-05-02";"14863/12";"gru-85";"2012-07-04";2012;5;"2012-05-01";46;17,129338;51,136518
"11612";1671;"";"2012-07-04";"Tylna ";"linie elektroener.i telekom.rozdzielcz.";"odmowa";"przebudowa";"2012-05-09";"15422/12";"gru-86";"2012-07-04";2012;5;"2012-05-01";41;17,1121709;51,1451282
"11613";1672;"";"2012-07-04";"GÛralska 7-9 ";"bud.przemys≥owe";"montaø instalacji centralnego ogrzewania w hali";"inst.wewnÍtrzna";"2012-05-11";"15767/12";"gru-87";"2012-07-04";2012;5;"2012-05-01";39;17,0035188;51,1101927
"11614";1673;"";"2012-07-04";"MosiÍøna 12  ";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu w budynku mieszkalnym";"inst.wewnÍtrzna";"2012-05-04";"15047/12";"gru-88";"2012-07-04";2012;5;"2012-05-01";44;16,9995279;51,100116
"11615";1674;"";"2012-07-04";"Gagarina Jurija ";"bud.handlowo-uslugowe";"budowa pawilonu handlowego";"nowe";"2012-06-04";"19154/12";"gru-90";"2012-07-04";2012;6;"2012-06-01";23;16,9347137;51,0953801
"11616";1675;"";"2012-07-04";"Drzyma≥y Micha≥a ";"bud.niemieszkalne pozosta≥e";"budowa punktu socjalnego dla potrzeb mpk";"nowe";"2012-04-19";"13235/12";"gru-92";"2012-07-04";2012;4;"2012-04-01";55;17,0385376;51,1078852
"11617";1676;"";"2012-07-04";"ålÍøna 146 ";"bud.o trzech i wiÍcej mieszkaniach";"budowa budynku mieszkalnego z garaøem podziemnym";"nowe";"2012-04-27";"14602/12";"gru-94";"2012-07-04";2012;4;"2012-04-01";49;17,0213387;51,0788487
"11618";1677;"";"2012-07-04";"Krzycka 88-90 ";"bud.o trzech i wiÍcej mieszkaniach";"termodernizacja budynku mieszkalnego wielorodzinnego";"remont";"2012-06-01";"18955/12";"gru-98";"2012-07-04";2012;6;"2012-06-01";24;16,99183;51,0675169
"11619";1678;"";"2012-07-04";"Dubois Stanis≥awa 3  ";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnetrznej instalacji gazu";"inst.wewnÍtrzna";"2012-06-01";"18792/12";"gru-99";"2012-07-04";2012;6;"2012-06-01";24;17,0333671;51,1172082
"11620";1679;"";"2012-07-04";"Potokowa ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowych";"nowe";"2012-05-22";"17354/12";"gru-00";"2012-07-04";2012;5;"2012-05-01";32;16,940672;51,1596001
"11621";1680;"";"2012-07-04";"Odrodzenia Polski 22B ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2012-05-15";"16327/12";"gru-01";"2012-07-04";2012;5;"2012-05-01";37;17,1315742;51,1644702
"11622";1681;"";"2012-07-04";"Bajana Jerzego ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowej nn";"nowe";"2012-06-06";"19526/12";"gru-02";"2012-07-04";2012;6;"2012-06-01";21;16,9628153;51,1274901
"11623";1682;"";"2012-07-04";"Partynicka 39  ";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu";"inst.wewnÍtrzna";"2012-05-08";"15292/12";"gru-03";"2012-07-04";2012;5;"2012-05-01";42;16,9948309;51,0646269
"11624";1683;"";"2012-07-04";"Grudziπdzka 96  ";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu";"inst.wewnÍtrzna";"2012-04-25";"14035/12";"gru-04";"2012-07-04";2012;4;"2012-04-01";51;17,074481;51,1371289
"11625";1684;"";"2012-07-04";"GÛralska 7-9 ";"bud.przemys≥owe";"montaø instalacji wentylacji centralnego ogrzewania i kanalizacji w szatni hali";"inst.wewnÍtrzna";"2012-05-11";"15766/12";"gru-05";"2012-07-04";2012;5;"2012-05-01";39;17,0035188;51,1101927
"11626";1685;"";"2012-07-04";"Jutrzenki ";"rurociπgi gazu sieci rozdzielczej";"budowa gazociπgu";"nowe";"2012-05-11";"15832/12";"gru-06";"2012-07-04";2012;5;"2012-05-01";39;16,9799311;51,0710148
"11627";1686;"";"2012-07-04";"Fabryczna 16 ";"bud.przemys≥owe";"";"przebudowa";"2012-05-07";"15215/12";"gru-07";"2012-07-04";2012;5;"2012-05-01";43;16,9829362;51,1119267
"11628";1687;"";"2012-07-05";"Su≥owska ";"bud.mieszkalne jednorodzinne";"budowa 2 budynkÛw jednorodzinnych w zabudowie bliüniaczej z 2ma garaøami";"nowe";"2011-02-11";"lis-60";"12-kwi";"2012-07-05";2011;2;"2011-02-01";365;17,0230649;51,1718184
"11629";1688;"";"2012-07-05";"Borowska 114 ";"bud.handlowo-uslugowe";"remont i przebudowa budynku handlowego";"przebudowa";"2012-06-29";"22510/12";"gru-11";"2012-07-05";2012;6;"2012-06-01";5;17,0359899;51,085121
"11630";1689;"";"2012-07-05";"Wieruszowska 24 ";"bud.mieszkalne jednorodzinne";"odmowa";"nowe";"2012-05-18";"16781/12";"gru-20";"2012-07-05";2012;5;"2012-05-01";35;16,9939768;51,138599
"11631";1690;"";"2012-07-05";"O≥taszyÒska 95 ";"bud.mieszkalne jednorodzinne";"nadbudowa dachem stromym i rozbudowa budynku z garaøem wbudowanym.";"rozbudowa";"2012-06-13";"20114/12";"gru-22";"2012-07-05";2012;6;"2012-06-01";17;17,0069549;51,0609119
"11632";1691;"";"2012-07-05";"Stargardzka   ";"linie elektroener.i telekom.rozdzielcz.";"budowa stacji transformatorowej,linii kablowych sn,nn oraz z≥πcza kablowego";"nowe";"2012-05-08";"15361/12";"gru-23";"2012-07-05";2012;5;"2012-05-01";43;16,9515207;51,1307272
"11633";1692;"";"2012-07-05";"Marszowicka ";"rurociπgi kanalizac.sieci ";"budowa sieci kanalizacji sanitarnej grawitacyjnej wraz z siÍgaczem";"nowe";"2012-04-30";"14793/12";"gru-26";"2012-07-05";2012;4;"2012-04-01";49;16,8765318;51,1581928
"11634";1693;"";"2012-07-05";"Barlickiego Norberta 39  ";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu i instalacji centralnego ogrzewania w lokalu mieszkalnym nr 18 w budynku wielorodzinnym";"inst.wewnÍtrzna";"2012-05-30";"18466/12";"gru-28";"2012-07-05";2012;5;"2012-05-01";27;17,0514267;51,1239511
"11635";1694;"";"2012-07-05";"Wo≥odyjowskiego Micha≥a 4 ";"rurociπgi gazu sieci rozdzielczej";"budowa sieci gazowej n/c oraz przy≥πcza gazu n/c";"nowe";"2012-05-23";"17395/12";"gru-30";"2012-07-05";2012;5;"2012-05-01";32;16,9272767;51,1557845
"11636";1695;"";"2012-07-05";"Czekoladowa ";"linie elektroener.i telekom.rozdzielcz.";"przylacza elektroenergetyczne n/n.";"przebudowa";"2012-06-19";"20956/12";"gru-31";"2012-07-05";2012;6;"2012-06-01";13;16,9702277;51,0559657
"11637";1696;"";"2012-07-05";"Kowalska 143 ";"bud.przemys≥owe";"realizacja suwnicy stalowej w budynku produkcyjndm aamd.";"urzπdzenie";"2012-05-22";"17226/12";"gru-32";"2012-07-05";2012;5;"2012-05-01";33;17,1146147;51,1268343
"11638";1697;"";"2012-07-05";"Wiwulskiego Antoniego ";"linie elektroener.i telekom.rozdzielcz.";"budowa tymczasowej stacji transformatorowej demontaø tymczasowej,budowa linii kablowych z≥πcza";"nowe";"2012-05-21";"16949/12";"gru-33";"2012-07-05";2012;5;"2012-05-01";34;17,0824103;51,1011853
"11639";1698;"";"2012-07-05";"Krzycka 71A-E ";"bud.o trzech i wiÍcej mieszkaniach";"przy≥πcza ciep≥owniczego dla wÍz≥a cieplnego";"przy≥πcze";"2012-05-17";"16615/12";"gru-34";"2012-07-05";2012;5;"2012-05-01";36;16,9956934;51,0680562
"11640";1699;"";"2012-07-05";"TwardogÛrska 6 ";"bud.mieszkalne jednorodzinne";"odmowa";"rozbudowa";"2012-05-31";"18544/12";"gru-35";"2012-07-05";2012;5;"2012-05-01";26;17,0377595;51,1533632
"11641";1700;"";"2012-07-05";"Bora-Komorowskiego T. Gen 6 ";"bud.przemys≥owe";"przebudowa czÍúci pomieszczeÒ technologicznych w budynku hali zmywarek.";"przebudowa";"2012-05-25";"17784/12";"gru-36";"2012-07-05";2012;5;"2012-05-01";30;17,1193473;51,1569159
"11642";1701;"";"2012-07-05";"Sienna 5B ";"bud.mieszkalne jednorodzinne";"odmowa";"rozbudowa";"2012-05-11";"15874/12";"gru-37";"2012-07-05";2012;5;"2012-05-01";40;17,1235266;51,1366851
"11643";1702;"";"2012-07-05";"Spacerowa 56 ";"bud.mieszkalne jednorodzinne";"budowa domu jednorodzinnego wolno stojπcego";"nowe";"2012-06-08";"19744/12";"gru-38";"2012-07-05";2012;6;"2012-06-01";20;17,153848;51,16692
"11644";1703;"";"2012-07-05";"Krzemieniecka 67  ";"bud.mieszkalne jednorodzinne";"rozbudowa ganku wejúciowego w budynku mieszkalnym jednorodzinnym";"rozbudowa";"2012-06-08";"19606/12";"gru-39";"2012-07-05";2012;6;"2012-06-01";20;16,9587289;51,0964899
"11645";1704;"";"2012-07-05";"Brylantowa ";"bud.o trzech i wiÍcej mieszkaniach";"wstawienie okna w elewacji budynku mieszkalnym.";"przebudowa";"2012-06-27";"22199/12";"gru-41";"2012-07-05";2012;6;"2012-06-01";7;17,0278694;51,0490594
"11646";1705;"";"2012-07-05";"Dmowskiego Romana 3 ";"bud.o trzech i wiÍcej mieszkaniach";"budowa budynku wielorodzinnego";"nowe";"2012-04-25";"14158/12";"gru-43";"2012-07-05";2012;4;"2012-04-01";52;17,022539;51,1172374
"11647";1706;"";"2012-07-05";"Vivaldiego Antonio 80  ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa wraz ze zmianπ funkcji lokalu mieszkalnego na gabinet dentystyczny";"przebudowa";"2012-06-27";"22238/12";"gru-44";"2012-07-05";2012;6;"2012-06-01";7;17,065123;51,0512655
"11648";1707;"";"2012-07-05";"Sk≥adowa 2/4 ";"bud.szkÛ≥ i instytucji badawczych";"wykonanie izolacji przeciwwilgociowej w budynku bloku sportowego.";"remont";"2012-05-25";"17717/12";"gru-45";"2012-07-05";2012;5;"2012-05-01";30;17,027037;51,1193929
"11649";1708;"";"2012-07-05";"S≥owicza 17 ";"bud.o trzech i wiÍcej mieszkaniach";"wykonanie termoizolacji i kolorystyki ze zmianπ sposobu odwodnienia po≥aci dachu budynku wielorodzinnego";"remont";"2012-06-15";"20448/12";"gru-46";"2012-07-05";2012;6;"2012-06-01";15;17,008184;51,0881319
"11650";1709;"";"2012-07-05";"Stab≥owicka 143 ";"bud.szkÛ≥ i instytucji badawczych";"remont dachu budynku szko≥y podstawiwej";"remont";"2012-05-22";"17343/12";"gru-47";"2012-07-05";2012;5;"2012-05-01";33;16,902006;51,1695329
"11651";1710;"";"2012-07-05";"Grota-Roweckiego Stefana Gen. 190 ";"rurociπgi kanalizac.sieci ";"wykonanie przy≥πcza wodociπgowego oraz instalacji zewnÍtrznych wodociπgowej i kanalizacji sanitarnej";"nowe";"2012-05-15";"16350/12";"gru-48";"2012-07-05";2012;5;"2012-05-01";38;17,0325035;51,0499447
"11652";1711;"";"2012-07-05";"Na Grobli 14-16 ";"bud.biurowe";"remont elewacji budynku administracyjnego mpwik kompleksu wodociπgowego";"remont";"2012-06-29";"22538/12";"gru-49";"2012-07-05";2012;6;"2012-06-01";5;17,0582259;51,1044812
"11653";1712;"";"2012-07-05";"Miernicza 15  ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzinnym";"przebudowa";"2012-06-29";"22408/12";"gru-50";"2012-07-05";2012;6;"2012-06-01";5;17,048927;51,102069
"11654";1713;"";"2012-07-05";"Koúciuszki Tadeusza 192  ";"bud.o trzech i wiÍcej mieszkaniach";"wykonanie wewnÍtrznej instalacji gazowej  i c.o.";"inst.wewnÍtrzna";"2012-06-28";"22263/12";"gru-51";"2012-07-05";2012;6;"2012-06-01";6;17,0552066;51,0975928
"11655";1714;"";"2012-07-05";"Letnia 23 ";"bud.mieszkalne jednorodzinne";"przebudowa budynku mieszkalnego jednorodzinnego";"przebudowa";"2012-04-24";"13818/12";"gru-53";"2012-07-05";2012;4;"2012-04-01";53;17,0011151;51,070574
"11656";1715;"";"2012-07-05";"Tarnogajska 57  ";"bud.o trzech i wiÍcej mieszkaniach";"wewnÍyrzna instalacja gazowa i c.o";"inst.wewnÍtrzna";"2012-06-14";"20317/12";"gru-54";"2012-07-05";2012;6;"2012-06-01";16;17,062891;51,078474
"11657";1716;"";"2012-07-05";"Trzebnicka 28 6";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa wewnetrznej instalacji gazowej.";"inst.wewnÍtrzna";"2012-06-05";"19302/12";"gru-55";"2012-07-05";2012;6;"2012-06-01";23;17,0357169;51,1230599
"11658";1717;"";"2012-07-05";"Ostrowskiego Aleksandra 14  ";"bud.o trzech i wiÍcej mieszkaniach";"montaø instalacji gazu w lokalu mieszkalnym.";"inst.wewnÍtrzna";"2012-05-09";"15486/12";"gru-56";"2012-07-05";2012;5;"2012-05-01";42;16,9769528;51,0945001
"11659";1718;"";"2012-07-05";"Ga≥czyÒskiego Konstantego Ildefonsa ";"rurociπgi wodociπg.sieci";"budowa sieci wodociπgowej i kanalizacji sanitarnej.";"nowe";"2012-05-16";"16383/12";"gru-57";"2012-07-05";2012;5;"2012-05-01";37;17,0312172;51,055005
"11660";1719;"";"2012-07-06";"So≥tysowicka 73 ";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"nowe";"2012-04-19";"13278/12";"gru-59";"2012-07-06";2012;4;"2012-04-01";57;17,0769654;51,1511608
"11661";1720;"";"2012-07-06";"So≥tysowicka 27C ";"rurociπgi wodociπg.sieci ";"budowa instalacji wodociagowej,sanitarnej i deszczowej";"nowe";"2012-06-12";"19946/12";"gru-60";"2012-07-06";2012;6;"2012-06-01";19;17,073404;51,1427739
"11662";1721;"";"2012-07-06";"Miechowska 35A ";"bud.o trzech i wiÍcej mieszkaniach";"rozdziπ instalacji gazowej na 2 lokale mieszkalne";"inst.wewnÍtrzna";"2012-06-06";"19506/12";"gru-61";"2012-07-06";2012;6;"2012-06-01";23;16,891987;51,1349309
"11663";1722;"";"2012-07-06";"Amarantowa 6 ";"bud.mieszkalne jednorodzinne";"umorzenie";"nowe";"2012-04-10";"12104/12";"gru-64";"2012-07-06";2012;4;"2012-04-01";64;16,889326;51,1479999
"11664";1723;"";"2012-07-06";"Øerniki";"bud.mieszkalne jednorodzinne";"umorzenie";"nowe";"2012-05-02";"14841/12";"gru-76";"2012-07-06";2012;5;"2012-05-01";48;16,9257567;51,1240826
"11665";1724;"";"2012-07-06";"Sπdowa1 ";"bud.biurowe";"remont i docieplenie dachu sπdu";"remont";"2012-06-04";"19028/12";"gru-77";"2012-07-06";2012;6;"2012-06-01";25;17,0242329;51,1059082
"11666";1725;"";"2012-07-06";"Grochowa 34 ";"bud.o trzech i wiÍcej mieszkaniach";"remont elewacji budynku wielorodzinnego";"remont";"2012-06-22";"21511/12";"gru-82";"2012-07-06";2012;6;"2012-06-01";11;17,004966;51,096472
"11667";1726;"";"2012-07-06";"Koúciuszki Tadeusza ";"";"przebudowa wnÍtrza podwÛrzowego wraz z budowπ kanalizacji deszcowej i instalacjπ elektrycznπ";"";"2012-04-10";"12170/12";"gru-83";"2012-07-06";2012;4;"2012-04-01";64;17,0407043;51,1010649
"11668";1727;"";"2012-07-06";"Wincentego åw. 45  ";"bud.o trzech i wiÍcej mieszkaniach";"umorzenie";"przebudowa";"2012-05-17";"16713/12";"gru-86";"2012-07-06";2012;5;"2012-05-01";37;17,0369507;51,1231242
"11669";1728;"";"2012-07-06";"MaleczyÒskich Ewy I Karola ";"rurociπgi kanalizac.sieci";"budowa sieci kanalizacji deszczowej";"nowe";"2012-04-30";"14621/12";"gru-89";"2012-07-06";2012;4;"2012-04-01";50;16,9749121;51,0734279
"11670";1729;"";"2012-07-06";"Pakos≥awska 17 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2012-04-27";"14601/12";"gru-90";"2012-07-06";2012;4;"2012-04-01";51;17,0330982;51,1530443
"11671";1730;"";"2012-07-06";"PÛ≥nocna 15-19 ";"bud.biurowe";"przebudowa budynku na funkcjÍ us≥ugowo-biurowπ";"przebudowa";"2012-05-15";"16357/12";"gru-93";"2012-07-06";2012;5;"2012-05-01";39;16,9354283;51,160812
"11672";1731;"";"2012-07-06";"Szwajcarska 22 ";"bud.przemys≥owe";"umorzenie";"inst.wewnÍtrzna";"2012-04-20";"13459/12";"gru-95";"2012-07-06";2012;4;"2012-04-01";56;16,974816;51,1077439
"11673";1732;"";"2012-07-09";"Mazepy ";"rurociπgi gazu sieci rozdzielczej";"budowa gazociagu";"nowe";"2012-05-16";"16448/12";"gru-99";"2012-07-09";2012;5;"2012-05-01";39;17,1213961;51,1394526
"11674";1733;"";"2012-07-09";"Strzegomska 109  ";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazowej w lokalu mieszkalnym";"inst.wewnÍtrzna";"2012-06-12";"19940/12";"gru-01";"2012-07-09";2012;6;"2012-06-01";20;16,9784046;51,1143973
"11675";1734;"";"2012-07-09";"Matejki Jana Aleja ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowych";"nowe";"2012-06-12";"19980/12";"gru-03";"2012-07-09";2012;6;"2012-06-01";20;17,0492116;51,1169089
"11676";1735;"";"2012-07-09";"Ma≥oszyÒska 23 ";"bud.mieszkalne jednorodzinne";"montaø wewnÍtrzneuj instalacji gazowej w budynku mieszkalnym";"inst.wewnÍtrzna";"2012-06-13";"20090/12";"gru-04";"2012-07-09";2012;6;"2012-06-01";19;16,8553289;51,149836
"11677";1736;"";"2012-07-09";"Graniczna 89 ";"bud.handlowo-uslugowe";"odmowa";"nowe";"2012-05-09";"15415/12";"gru-11";"2012-07-09";2012;5;"2012-05-01";44;16,9138396;51,1087196
"11678";1737;"";"2012-07-09";"Mazepy ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowych nn";"nowe";"2012-06-06";"19539/12";"gru-12";"2012-07-09";2012;6;"2012-06-01";24;17,1213961;51,1394526
"11679";1738;"";"2012-07-09";"KamiennogÛrska ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego";"nowe";"2012-05-11";"15843/12";"gru-13";"2012-07-09";2012;5;"2012-05-01";42;16,8980424;51,1367334
"11680";1739;"";"2012-07-09";"Pi≥sudskiego JÛzefa Mar.  40 ";"bud.biurowe";"przebudowa lokalu -punktu us≥ug finansowych";"przebudowa";"2012-05-09";"15524/12";"gru-14";"2012-07-09";2012;5;"2012-05-01";44;17,0385376;51,1078852
"11681";1740;"";"2012-07-09";"Øeglarska 36 ";"bud.mieszkalne jednorodzinne";"umorzenie";"przebudowa";"2012-05-14";"16073/12";"gru-15";"2012-07-09";2012;5;"2012-05-01";41;16,9838346;51,0881718
"11682";1741;"";"2012-07-09";"Borowska 181 ";"bud.szkÛ≥ i instytucji badawczych";"przebudowa i zmiana sposobu uøytkowania pomieszczen pogotowia dla potrzeb przedszkola";"przebudowa";"2012-06-22";"21610/12";"gru-18";"2012-07-09";2012;6;"2012-06-01";12;17,0342627;51,0804346
"11683";1742;"";"2012-07-09";"Przestrzenna1 ";"bud.o trzech i wiÍcej mieszkaniach";"remont elewacji i stropodachu";"remont";"2012-06-19";"21027/12";"gru-19";"2012-07-09";2012;6;"2012-06-01";15;17,0345372;51,0897138
"11684";1743;"";"2012-07-09";"SÍpa - SzarzyÒskiego Miko≥aja 65A  ";"bud.o trzech i wiÍcej mieszkaniach";"montaø wewnÍtrznej instalacji gazu";"inst.wewnÍtrzna";"2012-06-13";"20122/12";"gru-20";"2012-07-09";2012;6;"2012-06-01";19;17,0532145;51,1176634
"11685";1744;"";"2012-07-09";"Rajska 57A ";"bud.mieszkalne jednorodzinne";"budowa budynku jednorodzinnego";"nowe";"2012-05-24";"17712/12";"gru-21";"2012-07-09";2012;5;"2012-05-01";33;16,8946899;51,1416503
"11686";1745;"";"2012-07-09";"Ukryta 15 ";"bud.o trzech i wiÍcej mieszkaniach";"remont balkonÛw w budynku wielorodzinnym";"remont";"2012-06-12";"19963/12";"gru-22";"2012-07-09";2012;6;"2012-06-01";20;17,0545079;51,117734
"11687";1746;"";"2012-07-09";"Kielecka 51 ";"bud.o trzech i wiÍcej mieszkaniach";"budowa przy≥πcza kanalizacji sanitarnej";"przy≥πcze";"2012-05-31";"18728/12";"gru-23";"2012-07-09";2012;5;"2012-05-01";28;16,884548;51,134406
"11688";1747;"";"2012-07-09";"Rdestowa7 ";"bud.o trzech i wiÍcej mieszkaniach";"budowa przy≥πcza kanalizacji sanitarnej";"przy≥πcze";"2012-05-31";"18727/12";"gru-24";"2012-07-09";2012;5;"2012-05-01";28;16,891534;51,110372
"11689";1748;"";"2012-07-09";"Pestalozziego Jana Henryka 3  ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa lokalu mieszkalnego";"przebudowa";"2012-06-06";"19446/12";"gru-25";"2012-07-09";2012;6;"2012-06-01";24;17,0476649;51,1207452
"11690";1749;"";"2012-07-09";"Pereca Icchaka Lejba 54 ";"bud.o trzech i wiÍcej mieszkaniach";"remont elewacji budynku wielorodzinnego";"remont";"2012-05-25";"17844/12";"gru-26";"2012-07-09";2012;5;"2012-05-01";32;17,0034997;51,0952674
"11691";1750;"";"2012-07-09";"Wodzis≥awska ";"zbiorniki,silosy i bud.magazynowe";"przebudowa budynku magazynowo-us≥ugowego";"przebudowa";"2012-06-13";"20101/12";"gru-27";"2012-07-09";2012;6;"2012-06-01";19;17,0883877;51,0816397
"11692";1751;"";"2012-07-10";"W≥adys≥awa £okietka 6 ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa przejúcia bramowego z przebudowπ z≥πcza kablowego budynku mieszkalnego";"przebudowa";"2012-05-24";"17552/12";"gru-31";"2012-07-10";2012;5;"2012-05-01";34;17,0348815;51,1181773
"11693";1752;"";"2012-07-10";"JeleniogÛrska 71A ";"bud.mieszkalne jednorodzinne";"rozbudowa i nadbudowa i przebudowa budynku mieszkalnego";"rozbudowa";"2012-05-25";"17896/12";"gru-33";"2012-07-10";2012;5;"2012-05-01";33;16,8836139;51,151782
"11694";1753;"";"2012-07-10";"Trzebnicka 38  ";"bud.o trzech i wiÍcej mieszkaniach";"przebudowa wewnetrznej instalacji gazu";"inst.wewnÍtrzna";"2012-06-14";"20353/12";"gru-34";"2012-07-10";2012;6;"2012-06-01";19;17,035535;51,1238199
"11695";1754;"";"2012-07-10";"Legnicka 17C ";"bud.o trzech i wiÍcej mieszkaniach";"odmowa";"przebudowa";"2012-05-10";"15724/12";"gru-35";"2012-07-10";2012;5;"2012-05-01";44;17,0177276;51,1131479
"11696";1755;"";"2012-07-10";"Ofiar OúwiÍcimskich8 ";"bud.o trzech i wiÍcej mieszkaniach";"remont dachu budynku wielorodzinnego";"remont";"2012-06-11";"19775/12";"gru-37";"2012-07-10";2012;6;"2012-06-01";22;17,0331679;51,108229
"11697";1756;"";"2012-07-10";"Olbrachtowska ";"bud.mieszkalne jednorodzinne";"budowa zespo≥u budynkÛw jednorodzinnych";"nowe";"2012-05-21";"16926/12";"gru-38";"2012-07-10";2012;5;"2012-05-01";37;16,9054478;51,1540627
