"";"Numer.......................................wpisu";"Imiê.i.nazwisko.lub.nazwa.inwestora";"Data.wpisu";"Adres";"Rodzaj";"opis";"typ";"Data.wniosku";"Nr...............wniosku";"Nr...............decyzji";"Data.decyzji";"Rok.wniosku";"Miesi¹c.wniosku";"data";"Czas.rozpatrzenia";"data_miesiac";"pora_roku";"lon";"lat"
"24433";800;"";"";"Bierutowska 69A ";"bud.gara¿y";"budowa wiat rowerowych";"nowe";"2016-01-29";"2734/16";"1534/16";"2016-04-11";2016;1;"2016-01-01";52;"2016_01";"Zima";17,1359779;51,151534
"24434";801;"";"";"Waloñska 9 ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie postepownia";"nowe";"2016-03-07";"7218/16";"1536/16";"2016-04-11";2016;3;"2016-03-01";26;"2016_03";"Wiosna";17,0514659;51,1040533
"24435";802;"";"";"Muzealny Plac  15 ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie postepowania";"przebudowa";"2016-03-03";"6682/16";"1538/16";"2016-04-11";2016;3;"2016-03-01";28;"2016_03";"Wiosna";17,0266617;51,103928
"24436";803;"";"";"Mikulskiego Tadeusza  29 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego";"nowe";"2016-03-16";"8323/16";"1539/16";"2016-04-11";2016;3;"2016-03-01";19;"2016_03";"Wiosna";16,9686617;51,0782202
"24437";804;"";"";"Waloñska 9 ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"nowe";"2016-03-07";"7217/16";"1545/16";"2016-04-11";2016;3;"2016-03-01";26;"2016_03";"Wiosna";17,0514659;51,1040533
"24438";805;"";"";"Stalowa  90 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2016-02-24";"5785/16";"1548/16";"2016-04-11";2016;2;"2016-02-01";34;"2016_02";"Zima";16,999392;51,102255
"24439";806;"";"";"Komuny Paryskiej 94 A ";"bud.o trzech i wiêcej mieszkaniach";"remont i przebudowa budynku mieszkalnego wielorodzinnego";"przebudowa";"2016-02-17";"4898/16";"1549/16";"2016-04-11";2016;2;"2016-02-01";39;"2016_02";"Zima";17,0520229;51,099438
"24440";807;"";"";"Wyk³adowa,obr.Wojnów,AM-9,dz.nr 2/10 ";"bud.mieszkalne jednorodzinne";"budowa budynmku mieszkalnego wraz z elemenami zagospodarowania terenu";"nowe";"2016-01-11";"577/16";"1550/16";"2016-04-11";2016;1;"2016-01-01";66;"2016_01";"Zima";17,0385376;51,1078852
"24441";808;"";"";"Legnicka  58 ";"bud.handlowo-uslugowe";"przebudowa lokalu us³ugowego";"przebudowa";"2016-03-30";"9945/16";"1553/16";"2016-04-11";2016;3;"2016-03-01";9;"2016_03";"Wiosna";16,9889892;51,1188915
"24442";809;"";"";"Stra¿acka  55 ";"bud.mieszkalne jednorodzinne";"budowa instalacji gazowej i elektrycznej dla budynku mieszkalnego";"inst.wewnêtrzna";"2016-02-24";"5718/16";"1554/16";"2016-04-11";2016;2;"2016-02-01";34;"2016_02";"Zima";17,0145473;51,1711968
"24443";810;"";"";"Krzemieniecka  79 ";"bud.mieszkalne jednorodzinne";"rozbudowa budynku mieszkalnego o czêœæ mieszkaln¹ i biurow¹";"rozbudowa";"2016-02-18";"5035/16";"1555/16";"2016-04-12";2016;2;"2016-02-01";39;"2016_02";"Zima";16,9569939;51,0967
"24444";811;"";"";"Kwidzyñska 8 ";"zbiorniki,silosy i bud.magazynowe";"budowa magazynu hali namiotowej";"nowe";"2016-03-17";"8477/16";"1557/16";"2016-04-12";2016;3;"2016-03-01";19;"2016_03";"Wiosna";17,1015832;51,1278469
"24445";812;"";"";"Braterska,obr.Partynice,AM-2,dz.nr 1,35/1,36/1  ";"ruroci¹gi gazu sieci rozdzielczej";"umorzenie";"nowe";"2016-02-18";"5049/16";"1560/16";"2016-04-12";2016;2;"2016-02-01";39;"2016_02";"Zima";17,0385376;51,1078852
"24446";813;"";"";"Œlusarska  50 ";"bud.mieszkalne jednorodzinne";"przebudowa budynku jednorodzinnego";"rozbudowa";"2016-02-22";"5471/16";"1561/16";"2016-04-12";2016;2;"2016-02-01";37;"2016_02";"Zima";16,983069;51,085439
"24447";814;"";"";"Smocza 8 ";"bud.mieszkalne jednorodzinne";"wewnetrzna instalacja gazu";"inst.wewnêtrzna";"2016-03-03";"6829/16";"1562/16";"2016-04-12";2016;3;"2016-03-01";29;"2016_03";"Wiosna";17,15295;51,1030279
"24448";815;"";"";"PrzyjaŸni 4 ";"bud.biurowe";"budowa budynku biurowego";"nowe";"2015-05-27";"17167/15";"1564/16";"2016-04-12";2015;5;"2015-05-01";230;"2015_05";"Wiosna";17,0008158;51,0676519
"24449";816;"";"";"Popowicka  12 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzinnym";"przebudowa";"2016-03-17";"8501/16";"1565/16";"2016-04-12";2016;3;"2016-03-01";19;"2016_03";"Wiosna";16,999181;51,125403
"24450";817;"";"";"Poœwiêcka,obr.Poœwiêtne,AM-6,dz.nr 21/16  ";"bud.handlowo-uslugowe";"budowa  budynku handlowo-us³ugowego";"nowe";"2016-02-09";"3917/16";"1566/16";"2016-04-12";2016;2;"2016-02-01";46;"2016_02";"Zima";17,0385376;51,1078852
"24451";818;"";"";"Wejherowska 15 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego w budynku wielorodzinnym";"przebudowa";"2016-03-16";"8216/16";"1567/16";"2016-04-12";2016;3;"2016-03-01";20;"2016_03";"Wiosna";16,987533;51,1252299
"24452";819;"";"";"Kamieñskiego Henryka Micha³a 73A ";"bud.szpitali i zak³.opieki medycznej";"przebudowa czêœci pomieszczeñ budynku ""a"" na potrzeby oddz. chirurgii ortopedycznej";"przebudowa";"2016-02-19";"5076/16";"1568/16";"2016-04-12";2016;2;"2016-02-01";38;"2016_02";"Zima";17,043789;51,1482816
"24453";820;"";"";"Mielecka  31 ";"bud.o trzech i wiêcej mieszkaniach";"wygaœniêcie decyzji 2652/08";"remont";"2016-03-18";"8701/16";"1569/16";"2016-04-12";2016;3;"2016-03-01";18;"2016_03";"Wiosna";17,0009759;51,0905519
"24454";821;"";"";"D³ugosza Jana 2 ";"bud.biurowe";"umarzam w ca³oœci postêpowanie";"zmiana spos.u¿ytk.";"2016-01-25";"2216/16";"1576/16";"2016-04-13";2016;1;"2016-01-01";58;"2016_01";"Zima";17,0593411;51,1318353
"24455";822;"";"";"Ciep³a 8 ";"bud.o trzech i wiêcej mieszkaniach";"remont budynku mieszkalnego wielorodzinnego";"remont";"2016-02-05";"3690/16";"1579/16";"2016-04-13";2016;2;"2016-02-01";49;"2016_02";"Zima";17,0363009;51,0926207
"24456";823;"";"";"obr.Krzyki,AM-7,dz.nr 32/5";"bud.o trzech i wiêcej mieszkaniach";"odmowa uchylenia  decyzji ostatecznej nr 6409/13";"nowe";"2013-10-18";"33414/13";"1581/16";"2016-04-13";2013;10;"2013-10-01";649;"2013_10";"Jesieñ";17,0385376;51,1078852
"24457";824;"";"";"Skarbowców 115 ";"bud.handlowo-uslugowe";"budowa budynku us³ugowego z czêœci¹ mieszkaln¹";"nowe";"2015-09-18";"30985/15";"1582/16";"2016-04-13";2015;9;"2015-09-01";149;"2015_09";"Jesieñ";16,990794;51,0676714
"24458";825;"";"";"Pr¹dzyñskiego Ignacego Gen. 36";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2016-02-10";"4043/16";"1584/16";"2016-04-14";2016;2;"2016-02-01";47;"2016_02";"Zima";17,049306;51,0983372
"24459";826;"";"";"Hallera Józefa Gen. Aleja  25";"bud.o trzech i wiêcej mieszkaniach";"przebudowa lokalu mieszkalnego na gabinet stomatologiczny w budynku wielorodzinnym";"przebudowa";"2016-03-24";"9292/16";"1587/16";"2016-04-14";2016;3;"2016-03-01";16;"2016_03";"Wiosna";17,0075001;51,0879865
"24460";827;"";"";"Brzeska  23 ";"bud.o trzech i wiêcej mieszkaniach";"umorzenie";"inst.wewnêtrzna";"2016-03-16";"8190/16";"1590/16";"2016-04-14";2016;3;"2016-03-01";22;"2016_03";"Wiosna";17,052995;51,0963752
"24461";828;"";"";"Miernicza 7 ";"bud.o dwóch mieszkaniach";"remont,przebudowa wraz z monta¿em instalacji gazowej";"przebudowa";"2016-02-18";"4909/16";"1591/16";"2016-04-14";2016;2;"2016-02-01";41;"2016_02";"Zima";17,049689;51,1026049
"24462";829;"";"";"Piwnika-Ponurego Jana Mjr  95 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu i c.o.w lokalu mieszkalnym";"inst.wewnêtrzna";"2016-03-21";"8784/16";"1592/16";"2016-04-14";2016;3;"2016-03-01";19;"2016_03";"Wiosna";17,0385376;51,1078852
"24463";830;"";"";"Daszyñskiego Ignacego  65 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2016-03-18";"8536/16";"1595/16";"2016-04-14";2016;3;"2016-03-01";20;"2016_03";"Wiosna";17,0557578;51,1233438
"24464";831;"";"";"Podwale  82 ";"bud.hoteli";"budowa przy³¹cza gazu nc wraz z ukladem pomiarowym";"przy³¹cze";"2016-02-25";"5899/16";"1596/16";"2016-04-14";2016;2;"2016-02-01";36;"2016_02";"Zima";17,0416804;51,1069323
"24465";832;"";"";"Kawalerzystów,obr.Partynice,AM-10,dz.nr 15/3,15/4,15/6 ";"bud.o trzech i wiêcej mieszkaniach";"budowa budynku wielorodzinnego";"nowe";"2015-06-26";"21026/15";"1599/16";"2016-04-14";2015;6;"2015-06-01";210;"2015_06";"Lato";17,0385376;51,1078852
"24466";833;"";"";"Pomorska  10 ";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2016-03-23";"9161/16";"1600/16";"2016-04-14";2016;3;"2016-03-01";17;"2016_03";"Wiosna";17,030805;51,118193
"24467";834;"";"";"Beniowskiego Maurycego  26 ";"bud.mieszkalne jednorodzinne";"rozbudowa budynku jednorodzinnego";"rozbudowa";"2016-02-10";"4087/16";"1601/16";"2016-04-14";2016;2;"2016-02-01";47;"2016_02";"Zima";16,9871727;51,0879364
"24468";835;"";"";"Prusa Boles³awa  53-55 ";"bud.szkó³ i instytucji badawczych";"remont pomieszczenia nr 025b i budowa konstrukcji wsporczych pod nowe urz¹dz.inst. w budynku e-1";"remont";"2016-03-09";"7470/16";"1602/16";"2016-04-14";2016;3;"2016-03-01";27;"2016_03";"Wiosna";17,0547497;51,119011
"24469";836;"";"";"Horbaczewskiego Eugeniusza 4-6 ";"bud.handlowo-uslugowe";"przebudowa antresoli w domu handlowym";"przebudowa";"2016-03-24";"9263/16";"1603/16";"2016-04-14";2016;3;"2016-03-01";16;"2016_03";"Wiosna";16,975691;51,1266332
"24470";837;"";"";"Berenta Wac³awa 71A";"bud.mieszkalne jednorodzinne";"monta¿ wewnêtrznej instalacji gazu w budynku mieszkalnym jednorodzinnym";"inst.wewnêtrzna";"2016-03-23";"9170/16";"1604/16";"2016-04-14";2016;3;"2016-03-01";17;"2016_03";"Wiosna";17,0599171;51,1377103
"24471";838;"";"";"Daszyñskiego Ignacego  15 ";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2016-03-11";"7753/16";"1605/16";"2016-04-14";2016;3;"2016-03-01";25;"2016_03";"Wiosna";17,0493675;51,1255112
"24472";839;"";"";"Pola Wincentego  56 ";"bud.mieszkalne jednorodzinne";"nadbudowa budynku mieszkalnego jednorodzinnego-zabudowa tarasu";"rozbudowa";"2016-02-09";"3964/16";"1607/16";"2016-04-14";2016;2;"2016-02-01";48;"2016_02";"Zima";17,0409525;51,1425952
"24473";840;"";"";"Piwnika-Ponurego Jana Mjr  82 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu i c.o  w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2016-03-14";"8016/16";"1610/16";"2016-04-14";2016;3;"2016-03-01";24;"2016_03";"Wiosna";17,0385376;51,1078852
"24474";841;"";"";"Pszenna  16";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu i c.o. dla lokalu mieszkalnego w budynku wielorodzinnym";"inst.wewnêtrzna";"2016-03-18";"8657/16";"1612/16";"2016-04-14";2016;3;"2016-03-01";20;"2016_03";"Wiosna";17,0179839;51,1013759
"24475";842;"";"";"Zagony  63 ";"bud.szkó³ i instytucji badawczych";"budowa przedszkola niepublicznego";"nowe";"2016-03-10";"7662/16";"1614/16";"2016-04-14";2016;3;"2016-03-01";26;"2016_03";"Wiosna";16,9423949;51,100313
"24476";843;"";"";"Bobrza  12 ";"bud.o trzech i wiêcej mieszkaniach";"przebudowa mieszkania";"przebudowa";"2016-03-10";"7683/16";"1616/16";"2016-04-14";2016;3;"2016-03-01";26;"2016_03";"Wiosna";16,9889724;51,126924
"24477";844;"";"";"Mochnackiego Maurycego  29 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2016-02-29";"6239/16";"1618/16";"2016-04-14";2016;2;"2016-02-01";34;"2016_02";"Zima";17,037758;51,1425165
"24478";845;"";"";"Nobla Alfreda 5 ";"bud.o trzech i wiêcej mieszkaniach";"remont elewacji frontowej i podwórzowej,ocieplenie elewacji podwórzowej i remont dachu w bud. wielorodzinnym";"remont";"2015-12-31";"42664/15";"1619/16";"2016-04-14";2015;12;"2015-12-01";76;"2015_12";"Zima";17,0318666;51,1205907
"24479";846;"";"";"£owiecka  24 ";"bud.przemys³owe";"przebudowa czêœci budynku warsztatowego";"przebudowa";"2016-02-01";"2989/16";"1620/16";"2016-04-14";2016;2;"2016-02-01";54;"2016_02";"Zima";17,0272982;51,1250388
"24480";847;"";"";"Weso³a 6 ";"bud.o trzech i wiêcej mieszkaniach";"budowa wewnêtrznej instalacji:wodoci¹gowej,sanitarnej,gazowej i c.o.w lokalu mieszkalnym";"inst.wewnêtrzna";"2016-02-26";"6136/16";"1629/16";"2016-04-15";2016;2;"2016-02-01";36;"2016_02";"Zima";17,0350769;51,091845
"24481";848;"";"";"Wyszyñskiego Stefana Kardyna³a 100 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w loklau mieszkalnym";"inst.wewnêtrzna";"2016-03-01";"6459/16";"1634/16";"2016-04-15";2016;3;"2016-03-01";34;"2016_03";"Wiosna";17,0524721;51,1229476
"24482";849;"";"";"Konopnickiej Marii  56 ";"bud.mieszkalne jednorodzinne";"budowa budynku mieszkalnego jednorodzinnego z gara¿em wbudowanym";"nowe";"2015-11-30";"39289/15";"1637/16";"2016-04-15";2015;11;"2015-11-01";100;"2015_11";"Jesieñ";17,0495045;51,141556
"24483";850;"";"";"Niemcewicza Juliana Ursyna  32 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnêtrzna";"2016-03-16";"8315/16";"1638/16";"2016-04-15";2016;3;"2016-03-01";23;"2016_03";"Wiosna";17,0386843;51,1224522
"24484";851;"";"";"Czajkowskiego Piotra  34 ";"bud.o trzech i wiêcej mieszkaniach";"odmowa";"przebudowa";"2015-04-24";"13105/15";"1640/16";"2016-04-15";2015;4;"2015-04-01";256;"2015_04";"Wiosna";17,0660778;51,1386343
"24485";852;"";"";"Sulejowska 33A ";"ruroci¹gi gazu sieci rozdzielczej";"budowa sieci gazowej";"nowe";"2016-02-19";"5245/16";"1641/16";"2016-04-15";2016;2;"2016-02-01";41;"2016_02";"Zima";17,040934;51,1526499
"24486";853;"";"";"Teatralny Plac 1 ";"bud.handlowo-uslugowe";"remont i przebudowa lokalu us³ugowego";"przebudowa";"2016-04-12";"11543/16";"1642/16";"2016-04-15";2016;4;"2016-04-01";4;"2016_04";"Wiosna";17,0317719;51,1054523
"24487";854;"";"";"¯eromskiego Stefana  20 ";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2016-03-30";"9939/16";"1643/16";"2016-04-15";2016;3;"2016-03-01";13;"2016_03";"Wiosna";17,0462151;51,1213067
"24488";855;"";"";"Rudawska,obr.Poœwiêtne,AM-11,dz.nr 1/35,1/42,1/19";"ulice i drogi pozosta³e";"budowa ulicy";"nowe";"2016-02-18";"5053/16";"1644/16";"2016-04-15";2016;2;"2016-02-01";42;"2016_02";"Zima";17,0385376;51,1078852
"24489";856;"";"";"Têczowa  69 ";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2016-03-24";"9262/16";"1647/16";"2016-04-15";2016;3;"2016-03-01";17;"2016_03";"Wiosna";17,011136;51,10499
"24490";857;"";"";"Wagonowa  34 ";"zbiorniki,silosy i bud.magazynowe";"budowa hali magazynowej h-1 i dobudowa hali magazynowej h-2";"nowe";"2016-01-19";"1488/16";"1648/16";"2016-04-15";2016;1;"2016-01-01";64;"2016_01";"Zima";16,988753;51,1123746
"24491";858;"";"";"Reymonta W³adys³awa 4 ";"bud.biurowe";"przebudowa budynku zus";"przebudowa";"2016-02-11";"4221/16";"1649/16";"2016-04-15";2016;2;"2016-02-01";47;"2016_02";"Zima";17,0270457;51,1275611
"24492";859;"";"";"Zau³ek Rogoziñski  4";"bud.o trzech i wiêcej mieszkaniach";"przebudowa strychu z w³¹czeniem do istniej¹cego mieszkania";"przebudowa";"2015-05-15";"15660/15";"1650/16";"2016-04-15";2015;5;"2015-05-01";241;"2015_05";"Wiosna";17,0303979;51,142257
"24493";860;"";"";"¯ywiecka 15A ";"bud.o dwóch mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w budynku mieszkalnym";"inst.wewnêtrzna";"2016-03-24";"9349/16";"1651/16";"2016-04-15";2016;3;"2016-03-01";17;"2016_03";"Wiosna";16,8895691;51,1332526
"24494";861;"";"";"£ukasiewicza Ignacego  12 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2016-03-21";"8791/16";"1652/16";"2016-04-15";2016;3;"2016-03-01";20;"2016_03";"Wiosna";17,0644131;51,1089567
"24495";862;"";"";"Kazimierza Jagielloñczyka  24 ";"bud.o trzech i wiêcej mieszkaniach";"remont elewacji w budynku mieszkalnym wielorodzinnym";"remont";"2016-02-01";"2921/16";"1653/16";"2016-04-15";2016;2;"2016-02-01";55;"2016_02";"Zima";17,0354939;51,1216501
"24496";863;"";"";"W³adys³awa £okietka 7 ";"bud.o trzech i wiêcej mieszkaniach";"remont elewacji frontowej i tylnej w budynku mieszkalnym";"remont";"2016-03-15";"8173/16";"1654/16";"2016-04-18";2016;3;"2016-03-01";25;"2016_03";"Wiosna";17,035512;51,1183319
"24497";864;"";"";"Traugutta Romualda Gen. 137A ";"bud.o trzech i wiêcej mieszkaniach";"budowa wewnêtrznej instalacji gazu w lokalu mieszkalnym";"inst.wewnêtrzna";"2016-03-07";"7194/16";"1655/16";"2016-04-18";2016;3;"2016-03-01";31;"2016_03";"Wiosna";17,0555306;51,0982702
"24498";865;"";"";"Murowana,obr.Swojczyce,AM-17.dz.nr 39,20  ";"ruroci¹gi gazu sieci rozdzielczej";"budowa gazociagu œc wraz z przy³¹czami gazu œc";"nowe";"2016-02-23";"5624/16";"1656/16";"2016-04-18";2016;2;"2016-02-01";40;"2016_02";"Zima";17,0385376;51,1078852
"24499";866;"";"";"Hallera Józefa Gen. Aleja  78 ";"bud.handlowo-uslugowe";"umorzenie";"nowe";"2016-03-03";"6778/16";"1657/16";"2016-04-18";2016;3;"2016-03-01";33;"2016_03";"Wiosna";16,9924982;51,0903458
"24500";867;"";"";"Trzebnicka  70 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2016-03-15";"8030/16";"1658/16";"2016-04-18";2016;3;"2016-03-01";25;"2016_03";"Wiosna";17,0364599;51,128681
"24501";868;"";"";"£ódzka 8";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu i c.o.w budynku mieszkalym";"inst.wewnêtrzna";"2016-03-31";"10110/16";"1660/16";"2016-04-18";2016;3;"2016-03-01";13;"2016_03";"Wiosna";17,03842;51,091718
"24502";869;"";"";"Kosynierów Gdyñskich  60 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2016-02-23";"5625/16";"1661/16";"2016-04-18";2016;2;"2016-02-01";40;"2016_02";"Zima";17,102857;51,1111749
"24503";870;"";"";"Nowowiejska  52";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2016-03-21";"8794/16";"1662/16";"2016-04-18";2016;3;"2016-03-01";21;"2016_03";"Wiosna";17,0515993;51,1227488
"24504";871;"";"";"Koœciuszki Tadeusza 2";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2016-03-22";"9100/16";"1663/16";"2016-04-18";2016;3;"2016-03-01";20;"2016_03";"Wiosna";17,026638;51,1036583
"24505";872;"";"";"Ch³opska  18 ";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2016-03-10";"7593/16";"1664/16";"2016-04-18";2016;3;"2016-03-01";28;"2016_03";"Wiosna";17,107626;51,1338549
"24506";873;"";"";"Jesionowa  28 ";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2016-03-01";"6502/16";"1665/16";"2016-04-18";2016;3;"2016-03-01";35;"2016_03";"Wiosna";17,050434;51,086976
"24507";874;"";"";"S³owiañska  23";"bud.o trzech i wiêcej mieszkaniach";"montaz wewnêtrznej instalacji gazu i c.o.w lokalu mieszkalnym";"inst.wewnêtrzna";"2016-03-22";"8955/16";"1672/16";"2016-04-18";2016;3;"2016-03-01";20;"2016_03";"Wiosna";17,042151;51,123694
"24508";875;"";"";"Przedwioœnie,AM-9,dz.nr 1/2,53/2  ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowej";"nowe";"2016-02-17";"4789/16";"1674/16";"2016-04-18";2016;2;"2016-02-01";44;"2016_02";"Zima";17,0385376;51,1078852
"24509";876;"";"";"Rewalska 6 ";"bud.mieszkalne jednorodzinne";"przebudowa budynku jednorodzinnego";"przebudowa";"2016-03-16";"8324/16";"1677/16";"2016-04-18";2016;3;"2016-03-01";24;"2016_03";"Wiosna";16,949756;51,1268619
"24510";877;"";"";"Wyspiañskiego Stan.Wyb.  27 ";"bud.szkó³ i instytucji badawczych";"remont pomieszczeñ w budynku politechniki";"remont";"2016-04-05";"10799/16";"1678/16";"2016-04-18";2016;4;"2016-04-01";10;"2016_04";"Wiosna";17,0385376;51,1078852
"24511";878;"";"";"¯eromskiego Stefana  13 ";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2016-03-23";"9236/16";"1680/16";"2016-04-18";2016;3;"2016-03-01";19;"2016_03";"Wiosna";17,0465803;51,1210957
"24512";879;"";"";"Szewska  19-21 ";"bud.handlowo-uslugowe";"przebudowa 2 lokali us³ugowych w jeden";"przebudowa";"2016-03-14";"8024/16";"1681/16";"2016-04-18";2016;3;"2016-03-01";26;"2016_03";"Wiosna";17,035104;51,1107979
"24513";880;"";"";"Strzegomska 2-4 ";"bud.biurowe";"przebudowa czêœci korytarza w budynku biurowym";"przebudowa";"2016-03-04";"6892/16";"1684/16";"2016-04-18";2016;3;"2016-03-01";32;"2016_03";"Wiosna";17,0047198;51,1121227
"24514";881;"";"";"Grunwaldzka 9 ";"bud.o trzech i wiêcej mieszkaniach";"remont stropu poddasza,wiêŸby i po³aci dachowej oraz gzymsu na elewacji frontowej budynku mieszkalnego wielorodzinnego";"remont";"2016-02-17";"4821/16";"1685/16";"2016-04-18";2016;2;"2016-02-01";44;"2016_02";"Zima";17,056151;51,1146029
"24515";882;"";"";"£ódzka  33";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu i c.o.w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2016-03-25";"9561/16";"1687/16";"2016-04-18";2016;3;"2016-03-01";17;"2016_03";"Wiosna";17,0368299;51,0890379
"24516";883;"";"";"Kowarzyka Hugona,obr.Poswiêtne,AM-10,dz.nr 21/4,22/4 ";"linie elektroener.i telekom.rozdzielcz.";"budowa linii kablowych. œr/n 20kv,przebud. linii napowietrznej œr/n ,rozbiórka linii napowietrznej œr/n";"nowe";"2016-03-15";"8136/16";"1688/16";"2016-04-18";2016;3;"2016-03-01";25;"2016_03";"Wiosna";17,0385376;51,1078852
"24517";884;"";"";"Purkyniego Jana Ewangelisty,obr.Stare Miasto,AM-28,dz.nr 9/1,9/2,9/3  ";"bud.niemieszkalne pozosta³e";"remont szaletu miejskiego wraz z przebud. wewnêtrznych instalacji oraz zagospodarowanie terenu";"remont";"2016-02-19";"5084/16";"1689/16";"2016-04-18";2016;2;"2016-02-01";42;"2016_02";"Zima";17,0385376;51,1078852
"24518";885;"";"";"Orzeszkowej Elizy  63 ";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazu i c.o. w lokalu mieszkalnym w budynku wielorodzinnym";"inst.wewnêtrzna";"2016-02-29";"6300/16";"1691/16";"2016-04-18";2016;2;"2016-02-01";36;"2016_02";"Zima";17,054677;51,122551
"24519";886;"";"";"Jastrzêbia  10";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnêtrznej instalacji gazowej w lokalu mieszkalnym";"inst.wewnêtrzna";"2016-04-06";"10947/16";"1698/16";"2016-04-19";2016;4;"2016-04-01";10;"2016_04";"Wiosna";17,0085063;51,0845494
"24520";887;"";"";"Most Pomorski,obr.Pl.Grunwaldzki,AM-25,dz/nr 43/16,43/12,43/8  ";"ruroci¹gi wodoci¹g.sieci rozdzielczej";"umorzenie";"przebudowa";"2016-03-03";"6748/16";"1701/16";"2016-04-19";2016;3;"2016-03-01";34;"2016_03";"Wiosna";17,0385376;51,1078852
"24521";888;"";"";"Traugutta Romualda Gen.  21 ";"bud.szkó³ i instytucji badawczych";"umorzenie";"przebudowa";"2016-02-12";"4312/16";"1703/16";"2016-04-19";2016;2;"2016-02-01";48;"2016_02";"Zima";17,0443187;51,1059135
"24522";889;"";"";"Szklarska  12 ";"bud.o trzech i wiêcej mieszkaniach";"wewnêtrzna instalacja gazu";"inst.wewnêtrzna";"2016-04-05";"10620/16";"1704/16";"2016-04-19";2016;4;"2016-04-01";11;"2016_04";"Wiosna";16,9583334;51,1336626
"24523";890;"";"";"¯eromskiego Stefana  22";"bud.o trzech i wiêcej mieszkaniach";"monta¿ wewnetrznej instalacji gazu dla lokalu mieszkalnego";"inst.wewnêtrzna";"2016-02-26";"6046/16";"1707/16";"2016-04-19";2016;2;"2016-02-01";38;"2016_02";"Zima";17,0463169;51,1214405
